Facility_Mnemonic,Location_Mnemonic,Coid,Network_Mnemonic_CS,Facility_Desc
COCWR     ,H.RADICMA ,30928,FLI ,West Florida Hospital
COCAA     ,N.XR      ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.DRSCARE,27100,COA ,Swedish Medical Center
COCCA     ,V.HR      ,8625,GAA ,Cartersville Medical Center
COCXG     ,J.OR      ,30996,FLK ,St. Lucie Medical Center
COCAY     ,X.EKG     ,54327,TXF ,Methodist Ambulatory Surgery H
COCRBE    ,J.PDOC    ,9728,KSA ,Belton Regional Medical Center
COCNV     ,G.SDC-267 ,34293,TNA ,Skyline Medical Center
COCMCB    ,BB.ERHOLD ,25121,TXG ,Medical City Alliance
COCHR     ,HP.ADVCARE,34634,VAA ,Henrico Doctors Hospital
COCDC     ,Y.MKT     ,31033,GAA ,Doctors Hospital (Columbus)
COCMHB    ,D.DIAL    ,26110,FLB ,Mercy Hospital
COCSMC    ,SM.CM     ,25558,FLG ,Largo Medical Center - Indian
COCZA     ,L.CRX     ,27401,COA ,Centennial Healthcare Plaza
COCDW     ,D.LDOP    ,8611,GAA ,Emory Dunwoody Medical Center
COCXJ     ,H.NIL     ,30916,FLL ,North Florida Regional Medical
COCPJ     ,Z.CHA     ,31050,GAA ,Palmyra Medical Centers
COCWS     ,W.PNU     ,30908,FLB ,Westside Regional Medical Cent
COCUH     ,ZZUMU13   ,35940,FLB ,University Hospital
COCNH     ,N.CVOR    ,34329,TXG ,Medical City North Hills
COCSW     ,W.CVRU    ,35955,FLC ,Southwest Florida Reg Med Cent
COCQC     ,M.SCH     ,32905,NHA ,Parkland Medical Center
COCMK     ,Q.MNT     ,38333,TXG ,Medical City McKinney
COCYK     ,G.4EW     ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.MCH     ,34327,TXA ,West Houston Medical Center
COCOVP    ,V.EEG     ,9722,KSA ,Overland Park Regional Medical
COCMN     ,E.PUL     ,37333,TXA ,Mainland Medical Center
COCGO     ,M.OTMOH   ,30572,CAA ,Good Samaritan Hospital
COCQV     ,F.SDCATH  ,34003,SCA ,Grand Strand Medical Center
COCCBM    ,Q.STELE   ,34415,UTA ,Ogden Regional Medical Center
COCGV     ,AA.NM     ,31767,TNA ,Greenview Regional Hospital
COCLS     ,E.CACT    ,31821,LAB ,LAKESIDE HOSPITAL
COCOA     ,D.CRAN    ,31803,LAA ,OAKDALE COMMUNITY HOSPITAL
COCSNV    ,H.XI14    ,8967,NVA ,Southern Hills Hosp & Med Ctr-
COCCE     ,COT       ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.BMT     ,34325,TXG ,Medical City Dallas
COCPOP    ,F.PMTWNDW ,26536,FLQ ,Palms of Pasadena Hospital
COCTU     ,D.OT      ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.ZERPEDS ,9727,KSA ,Research Medical Center
COCGHA    ,E.FNS     ,26330,KSB ,Wesley Woodlawn Hospital & ER
COCTAC    ,D.OS      ,26535,FLQ ,Tampa Community Hospital
COCMEN    ,X.CPN     ,9723,KSA ,Menorah Medical Center
COCRM     ,M.LABFIF  ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.TVR     ,30902,FLF ,Osceola Regional Medical Cente
COCTN     ,MADCOCTN  ,25070,TNA ,Skyline Madison Campus
COCGBA    ,N.DIAG    ,6678,TXI ,St David's Rehab
COCTR     ,D.SMAIL   ,34001,SCA ,Trident Regional Medical Cente
COCGTH    ,V.PMTWNDOW,25067,TXI ,St. David's Georgetown
COCSK     ,J.PI      ,7850,LAA ,SAVOY MEDICAL CENTER
COCSE     ,J.OPRD    ,37941,FLG ,South Bay Hospital
COCSN     ,N.5W      ,34335,TXF ,Methodist Specialty & Transpla
COCMHL    ,BA.EH     ,26890,TXF ,Methodist Hospital South
COCAT     ,V.ET      ,30920,FLE ,Aventura Hospital & Medical Ce
COCJM     ,J.PAT     ,36957,FLH ,Memorial Hospital Jacksonville
COCBAU    ,H.VOL     ,8224,TXI ,North Austin Medical Center
COCEJC    ,EJ.INT    ,3402,GAA ,EMORY JOHNS CREEK HOSPITAL
COCSR     ,AS.6300   ,27150,COA ,Sky Ridge Medical Center
COCTG     ,H.MM      ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.MTBO    ,36930,FLC ,Doctors Hospital Of Sarasota
COCMCI    ,M.VOL     ,9725,KSA ,Medical Ctr Of Independence (C
COCFV     ,F.LAB-GAMW,31054,GAA ,Fairview Park Hospital
COCSZ     ,D.RX2     ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.BIL     ,30954,FLI ,Capital Regional Medical Cente
COCEI     ,E.PERINAT ,34206,TNB ,Parkridge East Hospital
COCWM     ,H.CTH3    ,39385,TXF ,Methodist Hospital
COCLSU    ,W.PTOTSP  ,9724,KSA ,Lee's Summit Medical Center
COCGBE    ,BA.GOLCCS ,7126,TXG ,Medical City Green Oaks Hospit
COCFH     ,F.BO      ,35953,FLC ,Fawcett Memorial Hospital
COCPL     ,E.MRI     ,34310,TXG ,Medical City Plano
COCLV     ,F.OBOBS   ,31824,LAB ,Lakeview Regional Medical Cent
COCTW     ,G.PT      ,30948,FLI ,Twin Cities Hospital
COCMO     ,G.PT3     ,32819,NVA ,Mountainview Hospital
COCDO     ,D.DDAB    ,8298,TXA ,Corpus Christi Medical Center
COCDAB    ,CM.BIO-MED,34011,SCA ,Colleton Medical Center
COCSU     ,GV.ADCOCK ,26620,TNB ,Parkridge West Hospital
COCFPA    ,BF.OT     ,26790,TXG ,Medical City Frisco
COCWY     ,W.DBRON   ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JMAE    ,34632,VAA ,CJW Medical Center
.         ,ZZAN2     ,37969,FLJ ,JFK Medical Center
COCCBL    ,N.MED     ,34409,UTA ,Mountain View Hospital
COCCR     ,B.ERSURG  ,38318,TXA ,Conroe Regional Medical Center
AKAR      ,L.CHUG    ,30201,UTA ,Alaska Regional Hospital
COCDR     ,G.RADO    ,38329,TXG ,Medical City Denton
COCRZ     ,BK.CR     ,34294,TNA ,RIVER PARK HOSPITAL
COCCM     ,I.3W      ,9726,KSA ,Centerpoint Medical Center
COCMT     ,M.SR      ,34392,TXF ,Metropolitan Methodist Hospita
COCQR     ,K.PAH     ,30933,FLK ,Raulerson Hospital
COCKW     ,C.ERSUR   ,39233,TXA ,Kingwood Medical Center
COCCBF    ,G.MCRB    ,34410,UTA ,Brigham City Community Hospita
COCWF     ,AF.ZDOU   ,30504,CAC ,West Hills Hospital & Medical 
STMH      ,W.LPICUS  ,34407,UTA ,St Mark's Hospital
COCSO     ,H.PT3     ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.URO     ,38340,TXA ,Bayshore Medical Center
MSH       ,V.PAC     ,26870,KYB ,Memorial Satilla Health
COCPZ     ,M.OHRR    ,34318,TXG ,Medical City Fort Worth
COCST     ,X.ER      ,39307,TXB ,Las Palmas Medical Center
COCYJ     ,MS.PAML2  ,34407,UTA ,St Mark's Hospital
COCZN     ,D.WOODS   ,34654,VAB ,LewisGale Hospital-Alleghany
COCIE     ,WEST WING ,37938,FLL ,Lake City Medical Center
COCCBA    ,L.CPG     ,6676,TXI ,St David's Medical Center
COCRR     ,H.5MS     ,34321,TXA ,Rio Grande Regional Hospital
COCAK     ,L.HOUSE   ,30201,AKA ,Alaska Regional Hospital
COCWI     ,W.NM      ,31802,LAA ,WINN PARISH MEDICAL CENTER
COCLR     ,SM.CM     ,30936,FLG ,Largo Medical Center
COCWC     ,Z.MOM     ,31880,LAC ,Women's & Children's Hospital
COCUB     ,X.BB      ,27200,COA ,P-SL Medical Center
COCTD     ,NP.PTO    ,25073,TNA ,Portland Medical Center
COCPMA    ,Y.MNT     ,26450,FLF ,Poinciana Medical Center
COCPF     ,D.MALL2   ,37940,FLJ ,Palms West Hospital
COCRH     ,G.VOL     ,34626,VAA ,Retreat Hospital
COCVA     ,VR.NUC MED,37358,TXA ,Valley Regional Medical Center
COCPN_O   ,EP.ORTH   ,33608,OKA ,OU Medical Center
COCHU     ,X.RESP    ,31057,GAA ,Hughston Orthopedic Hospital
COCSJ     ,ZZZ.LOC   ,34357,TXA ,Spring Branch Medical Center
COCSU     ,G.NVCLINIC,36205,TNB ,GRANDVIEW MEDICAL CENTER
COCAO     ,M.BB      ,31801,LAA ,AVOYELLES HOSPITAL
COCLN     ,Q.ECH     ,31857,LAC ,The Regional Medical Center Of
COCID     ,D.PSY2    ,31202,IDA ,Eastern Idaho RMC
COCPA     ,L.PR      ,30923,FLJ ,JFK Medical Center North Campu
COCCT     ,M.ANESAT  ,34222,TNA ,Centennial Medical Center
COCSL     ,A.PRE     ,37355,TXA ,East Houston Medical Center
COCNW     ,J.OBOR    ,30995,FLB ,Northwest Medical Center
COCMS     ,E.SOUTHOP ,36956,FLH ,Specialty Hospital Jacksonvill
COCSHA    ,E.MED STAF,26630,VAC ,StoneSprings Hospital Center
COCEH     ,X.PL      ,35952,FLC ,Englewood Community Hospital
COCYE     ,AM.P2SD   ,27300,COA ,Rose Medical Center
COCOH     ,K.AN      ,30997,FLG ,Oak Hill Hospital
COCPC     ,F.REFS    ,34224,TNB ,Parkridge Medical Center
COCHHA    ,Y.PCUA    ,25960,TXI ,Heart Hospital Of Austin
COCBR     ,H.WO      ,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.SDC-518 ,34223,TNA ,Summit Medical Center
COCTE     ,Y.MDFEE   ,39339,TXA ,Texas Orthopedic Hospital
COCPE     ,J.DIRECT  ,34605,VAB ,LewisGale Hospital-Pulaski
COCCF     ,F.PTX     ,34319,TXA ,Woman's Hospital Of Texas
COCCV     ,CC.MM     ,26700,UTA ,Cache Valley Hospital
COCVO     ,V.ZMSTH   ,34385,TXF ,Northeast Methodist Hospital
COCFI     ,AN.SOUD   ,27490,COA ,Spalding Rehabilitation Hospit
COCMMC    ,E.CPOE    ,26537,FLQ ,Memorial Hospital of Tampa
COCHM     ,Q.CC      ,36243,TNA ,Horizon Medical Center
COCRX     ,G.CHAPLIN ,30555,CAC ,Los Robles Hospital And Medica
COCSAA    ,Y.MAMMO   ,25325,VAA ,Spotsylvania Regional Medical 
COCLW     ,L.2S      ,30949,FLG ,Blake Medical Center
COCSY     ,SM.SPINE  ,9391,TNA ,StoneCrest Medical Center
COCGBT    ,MF.ICU    ,8385,CAA ,Regional Medical Center Of San
COCBP     ,Y.DL      ,30951,FLG ,Regional Medical Center Bayone
COCYS     ,K.RSC     ,8540,VAC ,Reston Hospital Center
COCNP     ,E.ID      ,30941,FLG ,Medical Center of Trinity
COCEW     ,D.PD      ,37934,FLG ,Edward White Hospital
COCWR     ,H.EDOP9   ,30928,FLI ,West Florida Hospital
COCAA     ,Y.ET      ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.601MOB ,27100,COA ,Swedish Medical Center
COCCA     ,V.PMTWNDW ,8625,GAA ,Cartersville Medical Center
COCXG     ,J.CYBKNIFE,30996,FLK ,St. Lucie Medical Center
COCAY     ,X.ERS     ,54327,TXF ,Methodist Ambulatory Surgery H
COCRBE    ,J.PAIN    ,9728,KSA ,Belton Regional Medical Center
COCNV     ,G.TVR     ,34293,TNA ,Skyline Medical Center
COCMCB    ,BB.VOL    ,25121,TXG ,Medical City Alliance
COCHR     ,H.VAIVF   ,34634,VAA ,Henrico Doctors Hospital
COCDC     ,Y.PSM     ,31033,GAA ,Doctors Hospital (Columbus)
COCMHB    ,D.ADMH    ,26110,FLB ,Mercy Hospital
COCSMC    ,SM.SP     ,25558,FLG ,Largo Medical Center - Indian
COCZA     ,L.ENV     ,27401,COA ,Centennial Healthcare Plaza
COCDW     ,D.IV      ,8611,GAA ,Emory Dunwoody Medical Center
COCXJ     ,H.BIO     ,30916,FLL ,North Florida Regional Medical
COCPJ     ,Z.PC      ,31050,GAA ,Palmyra Medical Centers
COCWS     ,W.SP      ,30908,FLB ,Westside Regional Medical Cent
COCUH     ,UPADM     ,35940,FLB ,University Hospital
COCNH     ,N.BIOM    ,34329,TXG ,Medical City North Hills
COCSW     ,W.MM      ,35955,FLC ,Southwest Florida Reg Med Cent
COCQC     ,M.DERREHAB,32905,NHA ,Parkland Medical Center
COCMK     ,Q.4S      ,38333,TXG ,Medical City McKinney
COCYK     ,G.CATH    ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.FNS     ,34327,TXA ,West Houston Medical Center
COCOVP    ,V.WOUND   ,9722,KSA ,Overland Park Regional Medical
COCMN     ,E.ERPOST  ,37333,TXA ,Mainland Medical Center
COCGO     ,M.BH      ,30572,CAA ,Good Samaritan Hospital
COCQV     ,F.ABG2    ,34003,SCA ,Grand Strand Medical Center
COCCBM    ,Q.DAVCTY  ,34415,UTA ,Ogden Regional Medical Center
COCGV     ,AA.CR     ,31767,TNA ,Greenview Regional Hospital
COCLS     ,E.CASH    ,31821,LAB ,LAKESIDE HOSPITAL
COCOA     ,D.PL      ,31803,LAA ,OAKDALE COMMUNITY HOSPITAL
COCSNV    ,H.XICU    ,8967,NVA ,Southern Hills Hosp & Med Ctr-
COCCE     ,CCM       ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.DP      ,34325,TXG ,Medical City Dallas
COCPOP    ,F.TR      ,26536,FLQ ,Palms of Pasadena Hospital
COCTU     ,D.LSOBOR  ,31810,LAB ,Tulane University Hospital & C
COCRC     ,PARMCOCRC ,9727,KSA ,Research Medical Center
COCGHA    ,E.OR      ,26330,KSB ,Wesley Woodlawn Hospital & ER
COCTAC    ,D.BO      ,26535,FLQ ,Tampa Community Hospital
COCMEN    ,X.PK-NOTE ,9723,KSA ,Menorah Medical Center
COCRM     ,M.ECHO    ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.CRNA    ,30902,FLF ,Osceola Regional Medical Cente
COCTN     ,MM.EKG    ,25070,TNA ,Skyline Madison Campus
COCGBA    ,N.ADM     ,6678,TXI ,St David's Rehab
COCTR     ,D.SOPLB   ,34001,SCA ,Trident Regional Medical Cente
COCGTH    ,V.SC      ,25067,TXI ,St. David's Georgetown
COCSK     ,J.OBED    ,7850,LAA ,SAVOY MEDICAL CENTER
COCSE     ,J.BB      ,37941,FLG ,South Bay Hospital
COCSN     ,N.EMG     ,34335,TXF ,Methodist Specialty & Transpla
COCMHL    ,MEDITECH  ,26890,TXF ,Methodist Hospital South
COCAT     ,V.6SE     ,30920,FLE ,Aventura Hospital & Medical Ce
COCJM     ,J.EDU     ,36957,FLH ,Memorial Hospital Jacksonville
COCBAU    ,H.AAS     ,8224,TXI ,North Austin Medical Center
COCEJC    ,EJ.WSERV  ,3402,GAA ,EMORY JOHNS CREEK HOSPITAL
COCSR     ,AS.PHA    ,27150,COA ,Sky Ridge Medical Center
COCTG     ,H.PP DXT9 ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,NFLCOCDT  ,36930,FLC ,Doctors Hospital Of Sarasota
COCMCI    ,M.HIST    ,9725,KSA ,Medical Ctr Of Independence (C
COCFV     ,F.BAHEAD  ,31054,GAA ,Fairview Park Hospital
COCSZ     ,D.ZWR     ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.STAGING ,30954,FLI ,Capital Regional Medical Cente
COCEI     ,E.L&D     ,34206,TNB ,Parkridge East Hospital
COCWM     ,H.NIC     ,39385,TXF ,Methodist Hospital
COCLSU    ,W.PHYDICT ,9724,KSA ,Lee's Summit Medical Center
COCGBE    ,BA.ADMIN  ,7126,TXG ,Medical City Green Oaks Hospit
COCFH     ,F.NHC     ,35953,FLC ,Fawcett Memorial Hospital
COCPL     ,E.3NSY    ,34310,TXG ,Medical City Plano
COCLV     ,F.TCU     ,31824,LAB ,Lakeview Regional Medical Cent
COCTW     ,G.CR      ,30948,FLI ,Twin Cities Hospital
COCMO     ,E.RXP     ,32819,NVA ,Mountainview Hospital
COCDO     ,D.YWSOR   ,8298,TXA ,Corpus Christi Medical Center
COCDAB    ,CM.SLPRE  ,34011,SCA ,Colleton Medical Center
COCSU     ,G.RT      ,26620,TNB ,Parkridge West Hospital
COCFPA    ,BF.CARD   ,26790,TXG ,Medical City Frisco
COCWY     ,W.LD      ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JKNDATHM,34632,VAA ,CJW Medical Center
.         ,M1        ,37969,FLJ ,JFK Medical Center
COCCBL    ,N.NM      ,34409,UTA ,Mountain View Hospital
COCCR     ,B.IMAGE1  ,38318,TXA ,Conroe Regional Medical Center
AKAR      ,L.HUM     ,30201,UTA ,Alaska Regional Hospital
COCDR     ,G.MRI     ,38329,TXG ,Medical City Denton
COCRZ     ,BK.ADM    ,34294,TNA ,RIVER PARK HOSPITAL
COCCM     ,I.PATER   ,9726,KSA ,Centerpoint Medical Center
COCMT     ,MADCOCMT  ,34392,TXF ,Metropolitan Methodist Hospita
COCQR     ,K.MM      ,30933,FLK ,Raulerson Hospital
COCKW     ,C.ADC3    ,39233,TXA ,Kingwood Medical Center
COCCBF    ,G.SN      ,34410,UTA ,Brigham City Community Hospita
COCWF     ,AF.INF    ,30504,CAC ,West Hills Hospital & Medical 
STMH      ,W.DT      ,34407,UTA ,St Mark's Hospital
COCSO     ,H.ACTX    ,34242,TNA ,Southern Hills Medical Center
COCBM     ,V.EREV    ,38340,TXA ,Bayshore Medical Center
MSH       ,V.OPL     ,26870,KYB ,Memorial Satilla Health
COCPZ     ,M.W5W     ,34318,TXG ,Medical City Fort Worth
COCST     ,STOR      ,39307,TXB ,Las Palmas Medical Center
COCYJ     ,W.IM      ,34407,UTA ,St Mark's Hospital
COCZN     ,D.HHH     ,34654,VAB ,LewisGale Hospital-Alleghany
COCIE     ,F.Z.SHANDS,37938,FLL ,Lake City Medical Center
COCCBA    ,L.BUS     ,6676,TXI ,St David's Medical Center
COCRR     ,H.VACARD  ,34321,TXA ,Rio Grande Regional Hospital
COCAK     ,L.Dial    ,30201,AKA ,Alaska Regional Hospital
COCWI     ,W.UR      ,31802,LAA ,WINN PARISH MEDICAL CENTER
COCLR     ,M.LRHCPH  ,30936,FLG ,Largo Medical Center
COCWC     ,Z.PPU     ,31880,LAC ,Women's & Children's Hospital
COCUB     ,X.MI      ,27200,COA ,P-SL Medical Center
COCTD     ,NP.CM     ,25073,TNA ,Portland Medical Center
COCPMA    ,Y.ICU     ,26450,FLF ,Poinciana Medical Center
COCPF     ,D.CPN     ,37940,FLJ ,Palms West Hospital
COCRH     ,G.OM      ,34626,VAA ,Retreat Hospital
COCVA     ,VR.PED    ,37358,TXA ,Valley Regional Medical Center
COCPN_O   ,E.ED      ,33608,OKA ,OU Medical Center
COCHU     ,X.HR      ,31057,GAA ,Hughston Orthopedic Hospital
COCSJ     ,J.NSY     ,34357,TXA ,Spring Branch Medical Center
COCSU     ,G.ANES    ,36205,TNB ,GRANDVIEW MEDICAL CENTER
COCAO     ,M.RXM     ,31801,LAA ,AVOYELLES HOSPITAL
COCLN     ,Q.DHO     ,31857,LAC ,The Regional Medical Center Of
COCID     ,D.CCN     ,31202,IDA ,Eastern Idaho RMC
COCPA     ,L.3W      ,30923,FLJ ,JFK Medical Center North Campu
COCCT     ,M.CDCMRI  ,34222,TNA ,Centennial Medical Center
COCSL     ,A.SNU     ,37355,TXA ,East Houston Medical Center
COCNW     ,J.4S      ,30995,FLB ,Northwest Medical Center
COCMS     ,E.NURSING ,36956,FLH ,Specialty Hospital Jacksonvill
COCSHA    ,E.OR SVCS ,26630,VAC ,StoneSprings Hospital Center
COCEH     ,E.OP      ,35952,FLC ,Englewood Community Hospital
COCYE     ,AM.PTO    ,27300,COA ,Rose Medical Center
COCOH     ,K.PX      ,30997,FLG ,Oak Hill Hospital
COCPC     ,F.2W      ,34224,TNB ,Parkridge Medical Center
COCHHA    ,Y.RAD     ,25960,TXI ,Heart Hospital Of Austin
COCBR     ,H.2NGY    ,30917,FLG ,Brandon Regional Hospital
COCDE     ,D.ORTHO   ,34223,TNA ,Summit Medical Center
COCTE     ,Y.ER      ,39339,TXA ,Texas Orthopedic Hospital
COCPE     ,J.BBK     ,34605,VAB ,LewisGale Hospital-Pulaski
COCCF     ,F.LD2     ,34319,TXA ,Woman's Hospital Of Texas
COCCV     ,CC.OTP    ,26700,UTA ,Cache Valley Hospital
COCVO     ,V.ZLAB    ,34385,TXF ,Northeast Methodist Hospital
COCFI     ,AN.SCU    ,27490,COA ,Spalding Rehabilitation Hospit
COCMMC    ,E.CT      ,26537,FLQ ,Memorial Hospital of Tampa
COCHM     ,Q.WIA     ,36243,TNA ,Horizon Medical Center
COCRX     ,G.XI89    ,30555,CAC ,Los Robles Hospital And Medica
COCSAA    ,Y.4 SOUTH ,25325,VAA ,Spotsylvania Regional Medical 
COCLW     ,L.BURN PT ,30949,FLG ,Blake Medical Center
COCSY     ,SM.PTOT   ,9391,TNA ,StoneCrest Medical Center
COCGBT    ,Q.ICUE    ,8385,CAA ,Regional Medical Center Of San
COCBP     ,Y.OIC     ,30951,FLG ,Regional Medical Center Bayone
COCYS     ,K.IS      ,8540,VAC ,Reston Hospital Center
COCNP     ,E.PEDO    ,30941,FLG ,Medical Center of Trinity
COCEW     ,D.EO      ,37934,FLG ,Edward White Hospital
COCWR     ,H.AMERHLTH,30928,FLI ,West Florida Hospital
COCAA     ,E.EP      ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.MOBICT ,27100,COA ,Swedish Medical Center
COCCA     ,V.CS      ,8625,GAA ,Cartersville Medical Center
COCXG     ,J.MNW     ,30996,FLK ,St. Lucie Medical Center
COCAY     ,X.ERBH    ,54327,TXF ,Methodist Ambulatory Surgery H
COCRBE    ,J.VOLUNTER,9728,KSA ,Belton Regional Medical Center
COCNV     ,G.NSDU    ,34293,TNA ,Skyline Medical Center
COCMCB    ,BB.CSOR   ,25121,TXG ,Medical City Alliance
COCHR     ,HR.ACH    ,34634,VAA ,Henrico Doctors Hospital
COCDC     ,Y.INT     ,31033,GAA ,Doctors Hospital (Columbus)
COCMHB    ,D.NEURO   ,26110,FLB ,Mercy Hospital
COCSMC    ,SM.XMS    ,25558,FLG ,Largo Medical Center - Indian
COCZA     ,TEST 3    ,27401,COA ,Centennial Healthcare Plaza
COCDW     ,D.HIM     ,8611,GAA ,Emory Dunwoody Medical Center
COCXJ     ,H.ERST    ,30916,FLL ,North Florida Regional Medical
COCPJ     ,Z.RR      ,31050,GAA ,Palmyra Medical Centers
COCWS     ,W.ER      ,30908,FLB ,Westside Regional Medical Cent
COCUH     ,U2SO      ,35940,FLB ,University Hospital
COCNH     ,NOEADMIN  ,34329,TXG ,Medical City North Hills
COCSW     ,W.FNSOA   ,35955,FLC ,Southwest Florida Reg Med Cent
COCQC     ,M.EKG     ,32905,NHA ,Parkland Medical Center
COCMK     ,Q.GEPSYC  ,38333,TXG ,Medical City McKinney
COCYK     ,PS04      ,30927,FLL ,Ocala Regional Medical Center
COCWU     ,Z.ZBDC    ,34327,TXA ,West Houston Medical Center
COCOVP    ,V.PMTWNDOW,9722,KSA ,Overland Park Regional Medical
COCMN     ,E.PSG     ,37333,TXA ,Mainland Medical Center
COCGO     ,LAB       ,30572,CAA ,Good Samaritan Hospital
COCQV     ,F.PCU     ,34003,SCA ,Grand Strand Medical Center
COCCBM    ,Q.OT      ,34415,UTA ,Ogden Regional Medical Center
COCGV     ,AA.CT     ,31767,TNA ,Greenview Regional Hospital
COCLS     ,E.CA      ,31821,LAB ,LAKESIDE HOSPITAL
COCOA     ,D.GPDH    ,31803,LAA ,OAKDALE COMMUNITY HOSPITAL
COCSNV    ,H.XI5     ,8967,NVA ,Southern Hills Hosp & Med Ctr-
COCCE     ,CAMB2     ,35932,FLD ,CEDARS MEDICAL CENTER
COCDL     ,H.FASTTRK ,34325,TXG ,Medical City Dallas
COCPOP    ,F.DL      ,26536,FLQ ,Palms of Pasadena Hospital
COCTU     ,D.PMTWNDOW,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.MEDSTAFF,9727,KSA ,Research Medical Center
COCGHA    ,E.SLP     ,26330,KSB ,Wesley Woodlawn Hospital & ER
COCTAC    ,D.SP      ,26535,FLQ ,Tampa Community Hospital
COCMEN    ,X.RADONC  ,9723,KSA ,Menorah Medical Center
COCRM     ,RAD       ,31052,GAA ,Redmond Regional Medical Cente
COCOS     ,N.RTOV    ,30902,FLF ,Osceola Regional Medical Cente
COCTN     ,MM.ECHO   ,25070,TNA ,Skyline Madison Campus
COCGBA    ,N.PMP     ,6678,TXI ,St David's Rehab
COCTR     ,D.TPC     ,34001,SCA ,Trident Regional Medical Cente
COCGTH    ,V.CTCBRACH,25067,TXI ,St. David's Georgetown
COCSK     ,J.DIA     ,7850,LAA ,SAVOY MEDICAL CENTER
COCSE     ,J.ED      ,37941,FLG ,South Bay Hospital
COCSN     ,N.EEG     ,34335,TXF ,Methodist Specialty & Transpla
COCMHL    ,BA.PTST   ,26890,TXF ,Methodist Hospital South
COCAT     ,V.RXM     ,30920,FLE ,Aventura Hospital & Medical Ce
COCJM     ,J.ACT.    ,36957,FLH ,Memorial Hospital Jacksonville
COCBAU    ,H.CPSC    ,8224,TXI ,North Austin Medical Center
COCEJC    ,EJ.EMH    ,3402,GAA ,EMORY JOHNS CREEK HOSPITAL
COCSR     ,AS.ORDS   ,27150,COA ,Sky Ridge Medical Center
COCTG     ,H.PAIN    ,31408,INA ,Terre Haute Regional Hospital
COCDT     ,D.MS3B    ,36930,FLC ,Doctors Hospital Of Sarasota
COCMCI    ,M.LAB     ,9725,KSA ,Medical Ctr Of Independence (C
COCFV     ,F.LAB-SHC ,31054,GAA ,Fairview Park Hospital
COCSZ     ,D.RX3     ,32801,NVA ,Sunrise Hospital And Medical C
COCTL     ,K.NADM    ,30954,FLI ,Capital Regional Medical Cente
COCEI     ,E.OT      ,34206,TNB ,Parkridge East Hospital
COCWM     ,W.CVA     ,39385,TXF ,Methodist Hospital
COCLSU    ,W.ADM     ,9724,KSA ,Lee's Summit Medical Center
COCGBE    ,BA.NURADM ,7126,TXG ,Medical City Green Oaks Hospit
COCFH     ,F.T       ,35953,FLC ,Fawcett Memorial Hospital
COCPL     ,E.6PLASMA ,34310,TXG ,Medical City Plano
COCLV     ,F.MT      ,31824,LAB ,Lakeview Regional Medical Cent
COCTW     ,CARD      ,30948,FLI ,Twin Cities Hospital
COCMO     ,G.REFFSZ  ,32819,NVA ,Mountainview Hospital
